sample,ch0,ch1,ch2,ch3,ch0_v,ch1_v,ch2_v,ch3_v
3142,-605806,-618293,-596852,-607588,-0.173322487,-0.176895046,-0.170760727,-0.173832321
3143,-606177,-597265,-616978,-607578,-0.173428631,-0.170878887,-0.176518822,-0.173829460
3144,-605785,-584004,-630006,-607408,-0.173316479,-0.167084885,-0.180246162,-0.173780823
3145,-605976,-586380,-627789,-607365,-0.173371124,-0.167764664,-0.179611874,-0.173768520
3146,-606177,-636393,-579314,-607312,-0.173428631,-0.182073498,-0.165743065,-0.173753357
3147,-605944,-634642,-581383,-607556,-0.173361969,-0.181572533,-0.166335011,-0.173823166
3148,-606039,-618346,-596905,-607503,-0.173389149,-0.176910210,-0.170775890,-0.173808002
3149,-606007,-597318,-617158,-607503,-0.173379993,-0.170894051,-0.176570320,-0.173808002
3150,-606379,-602432,-612373,-607482,-0.173486423,-0.172357178,-0.175201321,-0.173801994
3151,-605827,-623173,-592109,-607355,-0.173328495,-0.178291225,-0.169403744,-0.173765659
3152,-606230,-636637,-579643,-607344,-0.173443794,-0.182143307,-0.165837193,-0.173762512
3153,-606220,-634536,-581298,-607535,-0.173440933,-0.181542206,-0.166310692,-0.173817158
3154,-605965,-584078,-629815,-607800,-0.173367977,-0.167106056,-0.180191517,-0.173892975
3155,-606114,-586348,-628107,-607663,-0.173410606,-0.167755508,-0.179702854,-0.173853779
3156,-605774,-602453,-612363,-607387,-0.173313332,-0.172363186,-0.175198460,-0.173774815
3157,-606071,-623269,-592321,-607355,-0.173398304,-0.178318691,-0.169464397,-0.173765659
3158,-605901,-618123,-596979,-607302,-0.173349667,-0.176846409,-0.170797062,-0.173750496
3159,-606124,-597106,-617073,-607419,-0.173413467,-0.170833397,-0.176546001,-0.173783970
3160,-605732,-584025,-629709,-607599,-0.173301315,-0.167090893,-0.180161190,-0.173835468
3161,-605817,-586179,-628255,-607440,-0.173325634,-0.167707157,-0.179745197,-0.173789978
3162,-606103,-636584,-579378,-607673,-0.173407459,-0.182128143,-0.165761375,-0.173856640
3163,-606050,-634324,-581426,-607344,-0.173392296,-0.181481552,-0.166347313,-0.173762512
3164,-606220,-618123,-597074,-607238,-0.173440933,-0.176846409,-0.170824242,-0.173732185
3165,-605976,-597212,-617020,-607472,-0.173371124,-0.170863724,-0.176530838,-0.173799133
3166,-606092,-602220,-612532,-607588,-0.173404312,-0.172296524,-0.175246811,-0.173832321
3167,-605912,-623301,-592226,-607387,-0.173352814,-0.178327847,-0.169437218,-0.173774815
3168,-606082,-636616,-579070,-607312,-0.173401451,-0.182137299,-0.165673256,-0.173753357
3169,-606156,-634292,-581542,-607429,-0.173422623,-0.181472397,-0.166380501,-0.173786831
3170,-606124,-583972,-629932,-607429,-0.173413467,-0.167075729,-0.180224991,-0.173786831
3171,-606156,-586253,-627852,-607461,-0.173422623,-0.167728329,-0.179629898,-0.173795986
3172,-605901,-602358,-612373,-607387,-0.173349667,-0.172336006,-0.175201321,-0.173774815
3173,-606220,-623237,-592162,-607663,-0.173440933,-0.178309536,-0.169418907,-0.173853779
3174,-606071,-617943,-597308,-607429,-0.173398304,-0.176794910,-0.170891190,-0.173786831
3175,-605912,-597287,-616903,-607610,-0.173352814,-0.170885181,-0.176497364,-0.173838615
3176,-606082,-583961,-630112,-607578,-0.173401451,-0.167072582,-0.180276489,-0.173829460
3177,-605923,-586019,-627937,-607344,-0.173355961,-0.167661381,-0.179654217,-0.173762512
3178,-605923,-636456,-579452,-607525,-0.173355961,-0.182091522,-0.165782547,-0.173814297
3179,-605923,-634366,-581500,-607302,-0.173355961,-0.181493568,-0.166368484,-0.173750496
3180,-606039,-618261,-597021,-607493,-0.173389149,-0.176885891,-0.170809078,-0.173805141
3181,-606071,-597456,-616914,-607323,-0.173398304,-0.170933533,-0.176500511,-0.173756504
3182,-606061,-602528,-612352,-607482,-0.173395443,-0.172384644,-0.175195313,-0.173801994
3183,-606283,-623067,-592215,-607503,-0.173458958,-0.178260899,-0.169434071,-0.173808002
3184,-606103,-636181,-579431,-607228,-0.173407459,-0.182012844,-0.165776539,-0.173729324
3185,-606050,-634398,-581160,-607800,-0.173392296,-0.181502724,-0.166271210,-0.173892975
3186,-606421,-584258,-630303,-607578,-0.173498440,-0.167157555,-0.180331135,-0.173829460
3187,-605976,-586380,-627831,-607567,-0.173371124,-0.167764664,-0.179623890,-0.173826313
3188,-606156,-602591,-612447,-607376,-0.173422623,-0.172402668,-0.175222492,-0.173771667
3189,-606336,-623227,-592300,-607365,-0.173474121,-0.178306675,-0.169458389,-0.173768520
3190,-605785,-618198,-597180,-607429,-0.173316479,-0.176867867,-0.170854568,-0.173786831
3191,-606315,-597467,-616999,-607408,-0.173468113,-0.170936680,-0.176524830,-0.173780823
3192,-605923,-584142,-630070,-607535,-0.173355961,-0.167124367,-0.180264473,-0.173817158
3193,-606177,-586232,-627863,-607556,-0.173428631,-0.167722321,-0.179633045,-0.173823166
3194,-605763,-636478,-579346,-607514,-0.173310184,-0.182097816,-0.165752220,-0.173811150
3195,-606379,-634653,-581203,-607238,-0.173486423,-0.181575680,-0.166283512,-0.173732185
3196,-605954,-618304,-597096,-607556,-0.173364830,-0.176898193,-0.170830536,-0.173823166
3197,-606156,-596990,-617020,-607419,-0.173422623,-0.170800209,-0.176530838,-0.173783970
3198,-606167,-602570,-612447,-607334,-0.173425770,-0.172396660,-0.175222492,-0.173759651
3199,-605976,-623460,-592353,-607525,-0.173371124,-0.178373337,-0.169473553,-0.173814297
3200,-606145,-636594,-579431,-607461,-0.173419476,-0.182131004,-0.165776539,-0.173795986
3201,-606230,-634801,-581266,-607578,-0.173443794,-0.181618023,-0.166301537,-0.173829460
3202,-605880,-584216,-629772,-607525,-0.173343658,-0.167145538,-0.180179214,-0.173814297
3203,-606007,-586263,-627905,-607090,-0.173379993,-0.167731190,-0.179645061,-0.173689842
3204,-606071,-602719,-612670,-607387,-0.173398304,-0.172439289,-0.175286293,-0.173774815
3205,-606114,-623301,-592205,-607397,-0.173410606,-0.178327847,-0.169431210,-0.173777676
3206,-606167,-618346,-597021,-607450,-0.173425770,-0.176910210,-0.170809078,-0.173792839
3207,-606092,-597700,-616999,-607365,-0.173404312,-0.171003342,-0.176524830,-0.173768520
3208,-606198,-584195,-630006,-607408,-0.173434639,-0.167139530,-0.180246162,-0.173780823
3209,-606135,-586359,-627948,-607334,-0.173416615,-0.167758656,-0.179657364,-0.173759651
3210,-606124,-636679,-579452,-607461,-0.173413467,-0.182155323,-0.165782547,-0.173795986
3211,-606061,-634663,-581022,-607493,-0.173395443,-0.181578541,-0.166231728,-0.173805141
3212,-606092,-618654,-597021,-607450,-0.173404312,-0.176998329,-0.170809078,-0.173792839
3213,-605827,-597350,-616956,-607175,-0.173328495,-0.170903206,-0.176512527,-0.173714161
3214,-606135,-602517,-612299,-607493,-0.173416615,-0.172381496,-0.175180149,-0.173805141
3215,-605859,-623439,-592332,-607334,-0.173337650,-0.178367329,-0.169467545,-0.173759651
3216,-606145,-636552,-579102,-607312,-0.173419476,-0.182118988,-0.165682411,-0.173753357
3217,-606061,-634727,-581373,-607387,-0.173395443,-0.181596851,-0.166332150,-0.173774815
3218,-606209,-584375,-629995,-607567,-0.173437786,-0.167191029,-0.180243015,-0.173826313
3219,-605933,-586285,-627926,-607387,-0.173358822,-0.167737484,-0.179651070,-0.173774815
3220,-606442,-602687,-612309,-607472,-0.173504448,-0.172430134,-0.175183010,-0.173799133
3221,-606145,-623439,-592321,-607302,-0.173419476,-0.178367329,-0.169464397,-0.173750496
3222,-605986,-618410,-596830,-607259,-0.173373985,-0.176928520,-0.170754433,-0.173738194
3223,-606114,-597382,-617190,-607493,-0.173410606,-0.170912361,-0.176579475,-0.173805141
3224,-605880,-584258,-629995,-607419,-0.173343658,-0.167157555,-0.180243015,-0.173783970
3225,-605933,-586698,-627916,-607556,-0.173358822,-0.167855644,-0.179648209,-0.173823166
3226,-606145,-636658,-579314,-607132,-0.173419476,-0.182149315,-0.165743065,-0.173701859
3227,-606241,-634504,-581521,-607450,-0.173446941,-0.181533051,-0.166374493,-0.173792839
3228,-605795,-618198,-596873,-607429,-0.173319340,-0.176867867,-0.170766735,-0.173786831
3229,-606167,-597435,-617020,-607259,-0.173425770,-0.170927525,-0.176530838,-0.173738194
3230,-606124,-602687,-612299,-607365,-0.173413467,-0.172430134,-0.175180149,-0.173768520
3231,-606029,-623481,-592427,-607334,-0.173386288,-0.178379345,-0.169494724,-0.173759651
3232,-605965,-636637,-579166,-607620,-0.173367977,-0.182143307,-0.165700722,-0.173841476
3233,-606230,-634663,-581298,-607164,-0.173443794,-0.181578541,-0.166310692,-0.173711014
3234,-606347,-584195,-629645,-607111,-0.173477268,-0.167139530,-0.180142879,-0.173695850
3235,-605806,-586561,-627757,-607387,-0.173322487,-0.167816448,-0.179602718,-0.173774815
3236,-606103,-602793,-612193,-607556,-0.173407459,-0.172460461,-0.175149822,-0.173823166
3237,-606007,-623725,-592046,-607387,-0.173379993,-0.178449154,-0.169385719,-0.173774815
3238,-605954,-618463,-596862,-607376,-0.173364830,-0.176943684,-0.170763588,-0.173771667
3239,-605785,-597562,-616999,-607525,-0.173316479,-0.170963860,-0.176524830,-0.173814297
3240,-606230,-584279,-629963,-607270,-0.173443794,-0.167163563,-0.180233860,-0.173741341
3241,-606315,-586486,-627969,-607694,-0.173468113,-0.167794991,-0.179663372,-0.173862648
3242,-605880,-636764,-579187,-607365,-0.173343658,-0.182179642,-0.165706730,-0.173768520
3243,-606061,-634430,-581330,-607556,-0.173395443,-0.181511879,-0.166319847,-0.173823166
3244,-605923,-618367,-597159,-607185,-0.173355961,-0.176916218,-0.170848560,-0.173717022
3245,-606135,-597287,-616925,-607270,-0.173416615,-0.170885181,-0.176503658,-0.173741341
3246,-605721,-602634,-612447,-607588,-0.173298168,-0.172414970,-0.175222492,-0.173832321
3247,-605986,-623640,-592205,-607153,-0.173373985,-0.178424835,-0.169431210,-0.173707867
3248,-605763,-636775,-579123,-607355,-0.173310184,-0.182182789,-0.165688419,-0.173765659
3249,-606114,-634812,-581298,-607365,-0.173410606,-0.181621170,-0.166310692,-0.173768520
3250,-605954,-584216,-629995,-607397,-0.173364830,-0.167145538,-0.180243015,-0.173777676
3251,-606018,-586285,-627873,-607440,-0.173383141,-0.167737484,-0.179635906,-0.173789978
3252,-606252,-602581,-612288,-607365,-0.173450089,-0.172399807,-0.175177002,-0.173768520
3253,-605912,-623407,-592385,-607270,-0.173352814,-0.178358173,-0.169482708,-0.173741341
3254,-605923,-618229,-597180,-607376,-0.173355961,-0.176876736,-0.170854568,-0.173771667
3255,-606156,-597350,-617137,-607206,-0.173422623,-0.170903206,-0.176564312,-0.173723030
3256,-605944,-584513,-629836,-607291,-0.173361969,-0.167230511,-0.180197525,-0.173747349
3257,-606018,-585977,-627948,-607599,-0.173383141,-0.167649364,-0.179657364,-0.173835468
3258,-605859,-636732,-579367,-607472,-0.173337650,-0.182170486,-0.165758228,-0.173799133
3259,-605700,-634525,-581277,-607376,-0.173292160,-0.181539059,-0.166304684,-0.173771667
3260,-606220,-618463,-597085,-607206,-0.173440933,-0.176943684,-0.170827389,-0.173723030
3261,-606092,-597329,-617169,-607228,-0.173404312,-0.170897198,-0.176573467,-0.173729324
3262,-606050,-602697,-612087,-607641,-0.173392296,-0.172432995,-0.175119495,-0.173847485
3263,-605912,-623587,-592290,-607610,-0.173352814,-0.178409672,-0.169455528,-0.173838615
3264,-606082,-636711,-579516,-607355,-0.173401451,-0.182164478,-0.165800858,-0.173765659
3265,-605880,-634600,-581574,-607641,-0.173343658,-0.181560516,-0.166389656,-0.173847485
3266,-606177,-584460,-629995,-607482,-0.173428631,-0.167215347,-0.180243015,-0.173801994
3267,-606188,-586592,-627937,-607355,-0.173431778,-0.167825317,-0.179654217,-0.173765659
3268,-606135,-602506,-612447,-607291,-0.173416615,-0.172378349,-0.175222492,-0.173747349
3269,-605986,-623555,-592088,-607153,-0.173373985,-0.178400517,-0.169397736,-0.173707867
3270,-606103,-618208,-596915,-607737,-0.173407459,-0.176870728,-0.170778751,-0.173874950
3271,-606007,-597403,-617137,-607365,-0.173379993,-0.170918369,-0.176564312,-0.173768520
3272,-605901,-584396,-629783,-607355,-0.173349667,-0.167197037,-0.180182362,-0.173765659
3273,-605986,-586720,-628022,-607769,-0.173373985,-0.167861938,-0.179678535,-0.173884106
3274,-606061,-636785,-579548,-607376,-0.173395443,-0.182185650,-0.165810013,-0.173771667
3275,-605774,-634462,-581330,-607196,-0.173313332,-0.181521034,-0.166319847,-0.173720169
3276,-605965,-618399,-597149,-607302,-0.173367977,-0.176925373,-0.170845699,-0.173750496
3277,-605944,-597531,-617147,-607440,-0.173361969,-0.170954990,-0.176567173,-0.173789978
3278,-606188,-602952,-612320,-607610,-0.173431778,-0.172505951,-0.175186157,-0.173838615
3279,-606114,-623566,-592152,-607620,-0.173410606,-0.178403664,-0.169416046,-0.173841476
3280,-605976,-636690,-579134,-607546,-0.173371124,-0.182158470,-0.165691566,-0.173820305
3281,-606220,-634579,-581245,-607535,-0.173440933,-0.181554508,-0.166295528,-0.173817158
3282,-606071,-584428,-630017,-607419,-0.173398304,-0.167206192,-0.180249310,-0.173783970
3283,-606209,-586550,-628128,-607302,-0.173437786,-0.167813301,-0.179708862,-0.173750496
3284,-606124,-602655,-612426,-607535,-0.173413467,-0.172420979,-0.175216484,-0.173817158
3285,-605901,-623683,-592152,-607365,-0.173349667,-0.178437138,-0.169416046,-0.173768520
3286,-605901,-618304,-597127,-607121,-0.173349667,-0.176898193,-0.170839405,-0.173698711
3287,-606029,-597255,-616967,-607620,-0.173386288,-0.170876026,-0.176515675,-0.173841476
3288,-606061,-584279,-630356,-607482,-0.173395443,-0.167163563,-0.180346298,-0.173801994
3289,-605965,-586348,-627767,-607376,-0.173367977,-0.167755508,-0.179605579,-0.173771667
3290,-606029,-636690,-579357,-607503,-0.173386288,-0.182158470,-0.165755367,-0.173808002
3291,-606082,-634419,-581627,-607419,-0.173401451,-0.181508732,-0.166404819,-0.173783970
3292,-605774,-618198,-597064,-607461,-0.173313332,-0.176867867,-0.170821381,-0.173795986
3293,-606135,-597509,-617232,-607514,-0.173416615,-0.170948696,-0.176591492,-0.173811150
3294,-606124,-602485,-612447,-607482,-0.173413467,-0.172372341,-0.175222492,-0.173801994
3295,-605976,-623354,-592470,-607291,-0.173371124,-0.178343010,-0.169507027,-0.173747349
3296,-606114,-636478,-579473,-607641,-0.173410606,-0.182097816,-0.165788555,-0.173847485
3297,-605795,-634377,-581319,-607482,-0.173319340,-0.181496716,-0.166316700,-0.173801994
3298,-605859,-584099,-629985,-607503,-0.173337650,-0.167112064,-0.180240154,-0.173808002
3299,-606326,-586136,-627820,-607312,-0.173471260,-0.167694855,-0.179620743,-0.173753357
3300,-605997,-602570,-612564,-607503,-0.173377132,-0.172396660,-0.175255966,-0.173808002
3301,-605848,-623057,-592215,-607556,-0.173334503,-0.178258038,-0.169434071,-0.173823166
3302,-606283,-617954,-597234,-607472,-0.173458958,-0.176798058,-0.170870018,-0.173799133
3303,-606209,-597318,-616861,-607047,-0.173437786,-0.170894051,-0.176485348,-0.173677540
3304,-606114,-584067,-630038,-607546,-0.173410606,-0.167102909,-0.180255318,-0.173820305
3305,-605965,-586338,-627926,-607482,-0.173367977,-0.167752647,-0.179651070,-0.173801994
3306,-605954,-636520,-579516,-607450,-0.173364830,-0.182109833,-0.165800858,-0.173792839
3307,-606018,-634377,-581139,-607556,-0.173383141,-0.181496716,-0.166265202,-0.173823166
3308,-606082,-618187,-596947,-607291,-0.173401451,-0.176864719,-0.170787907,-0.173747349
3309,-606018,-597276,-617073,-607514,-0.173383141,-0.170882034,-0.176546001,-0.173811150
3310,-606326,-602315,-612458,-607429,-0.173471260,-0.172323704,-0.175225639,-0.173786831
3311,-605901,-623173,-592099,-607419,-0.173349667,-0.178291225,-0.169400883,-0.173783970
3312,-605997,-636562,-579251,-607461,-0.173377132,-0.182121849,-0.165725040,-0.173795986
3313,-606029,-634281,-581277,-607387,-0.173386288,-0.181469250,-0.166304684,-0.173774815
3314,-606135,-583707,-629847,-607334,-0.173416615,-0.166999912,-0.180200672,-0.173759651
3315,-605976,-586072,-628086,-607578,-0.173371124,-0.167676544,-0.179696846,-0.173829460
3316,-606167,-602199,-612363,-607493,-0.173425770,-0.172290516,-0.175198460,-0.173805141
3317,-605817,-623046,-592162,-607567,-0.173325634,-0.178254890,-0.169418907,-0.173826313
3318,-606018,-618060,-596852,-607334,-0.173383141,-0.176828384,-0.170760727,-0.173759651
3319,-606252,-597159,-617179,-607397,-0.173450089,-0.170848560,-0.176576328,-0.173777676
3320,-606007,-584142,-629751,-607376,-0.173379993,-0.167124367,-0.180173206,-0.173771667
3321,-605870,-585797,-628033,-607461,-0.173340797,-0.167597866,-0.179681683,-0.173795986
3322,-606029,-636382,-579304,-607259,-0.173386288,-0.182070351,-0.165740204,-0.173738194
3323,-605880,-634292,-581309,-607419,-0.173343658,-0.181472397,-0.166313839,-0.173783970
3324,-605944,-618092,-596936,-607525,-0.173361969,-0.176837540,-0.170784760,-0.173814297
3325,-606050,-597117,-617232,-607387,-0.173392296,-0.170836544,-0.176591492,-0.173774815
3326,-606262,-602337,-612363,-607567,-0.173452950,-0.172329998,-0.175198460,-0.173826313
3327,-605859,-623407,-592343,-607291,-0.173337650,-0.178358173,-0.169470692,-0.173747349
3328,-606039,-636499,-579134,-607376,-0.173389149,-0.182103825,-0.165691566,-0.173771667
3329,-605944,-634271,-581415,-607281,-0.173361969,-0.181466389,-0.166344166,-0.173744488
3330,-606061,-583802,-629762,-607355,-0.173395443,-0.167027092,-0.180176353,-0.173765659
3331,-606114,-585956,-627905,-607387,-0.173410606,-0.167643356,-0.179645061,-0.173774815
3332,-606198,-602400,-612447,-607419,-0.173434639,-0.172348022,-0.175222492,-0.173783970
3333,-606283,-623396,-591993,-607270,-0.173458958,-0.178355026,-0.169370556,-0.173741341
3334,-606198,-617890,-597021,-607503,-0.173434639,-0.176779747,-0.170809078,-0.173808002
3335,-605721,-597234,-617264,-607185,-0.173298168,-0.170870018,-0.176600647,-0.173717022
3336,-606039,-584035,-629879,-607015,-0.173389149,-0.167093754,-0.180209827,-0.173668385
3337,-605880,-585935,-628096,-607334,-0.173343658,-0.167637348,-0.179699707,-0.173759651
3338,-606092,-636488,-579251,-607461,-0.173404312,-0.182100677,-0.165725040,-0.173795986
3339,-605817,-634377,-581160,-607334,-0.173325634,-0.181496716,-0.166271210,-0.173759651
3340,-606029,-618304,-596990,-607355,-0.173386288,-0.176898193,-0.170800209,-0.173765659
3341,-605838,-597393,-617126,-607450,-0.173331642,-0.170915508,-0.176561165,-0.173792839
3342,-606007,-602559,-612564,-607440,-0.173379993,-0.172393513,-0.175255966,-0.173789978
3343,-605785,-623269,-592162,-607344,-0.173316479,-0.178318691,-0.169418907,-0.173762512
3344,-606061,-636520,-579442,-607143,-0.173395443,-0.182109833,-0.165779686,-0.173705006
3345,-606082,-634525,-581351,-607450,-0.173401451,-0.181539059,-0.166325855,-0.173792839
3346,-605954,-584343,-630250,-607121,-0.173364830,-0.167181873,-0.180315971,-0.173698711
3347,-606007,-586062,-627799,-607291,-0.173379993,-0.167673683,-0.179614735,-0.173747349
3348,-605753,-602517,-612214,-607482,-0.173307323,-0.172381496,-0.175155830,-0.173801994
3349,-605976,-623322,-592183,-607291,-0.173371124,-0.178333855,-0.169424915,-0.173747349
3350,-606018,-618389,-596894,-607259,-0.173383141,-0.176922512,-0.170772743,-0.173738194
3351,-606018,-597467,-617402,-607344,-0.173383141,-0.170936680,-0.176640129,-0.173762512
3352,-606124,-583823,-629772,-607365,-0.173413467,-0.167033100,-0.180179214,-0.173768520
3353,-606018,-586327,-628064,-607472,-0.173383141,-0.167749500,-0.179690552,-0.173799133
3354,-606177,-636838,-579219,-607450,-0.173428631,-0.182200813,-0.165715885,-0.173792839
3355,-606124,-634504,-581256,-607270,-0.173413467,-0.181533051,-0.166298676,-0.173741341
3356,-606135,-618537,-596639,-607270,-0.173416615,-0.176964855,-0.170699787,-0.173741341
3357,-606294,-597414,-617094,-607196,-0.173462105,-0.170921516,-0.176552010,-0.173720169
3358,-605742,-602666,-612394,-607588,-0.173304176,-0.172424126,-0.175207329,-0.173832321
3359,-606135,-623396,-592162,-607546,-0.173416615,-0.178355026,-0.169418907,-0.173820305
3360,-605742,-636807,-579272,-607419,-0.173304176,-0.182191944,-0.165731049,-0.173783970
3361,-606071,-634525,-581171,-607344,-0.173398304,-0.181539059,-0.166274357,-0.173762512
3362,-606167,-584120,-630112,-607376,-0.173425770,-0.167118073,-0.180276489,-0.173771667
3363,-605944,-586232,-627948,-607864,-0.173361969,-0.167722321,-0.179657364,-0.173911285
3364,-605986,-602411,-612288,-607578,-0.173373985,-0.172351170,-0.175177002,-0.173829460
3365,-606135,-623460,-592183,-607281,-0.173416615,-0.178373337,-0.169424915,-0.173744488
3366,-606007,-618452,-597096,-607535,-0.173379993,-0.176940536,-0.170830536,-0.173817158
3367,-606029,-597605,-616935,-607503,-0.173386288,-0.170976162,-0.176506519,-0.173808002
3368,-606273,-584089,-629921,-607450,-0.173456097,-0.167109203,-0.180221844,-0.173792839
3369,-606082,-586338,-628117,-607546,-0.173401451,-0.167752647,-0.179705715,-0.173820305
3370,-606061,-636669,-579293,-607419,-0.173395443,-0.182152462,-0.165737057,-0.173783970
3371,-605742,-634632,-581426,-607355,-0.173304176,-0.181569672,-0.166347313,-0.173765659
3372,-606209,-618399,-596926,-607408,-0.173437786,-0.176925373,-0.170781898,-0.173780823
3373,-605901,-597531,-617126,-607249,-0.173349667,-0.170954990,-0.176561165,-0.173735332
3374,-606092,-602485,-612288,-607472,-0.173404312,-0.172372341,-0.175177002,-0.173799133
3375,-605986,-623619,-592544,-607281,-0.173373985,-0.178418827,-0.169528198,-0.173744488
3376,-606061,-636785,-579134,-607641,-0.173395443,-0.182185650,-0.165691566,-0.173847485
3377,-605965,-634716,-581553,-607344,-0.173367977,-0.181593704,-0.166383648,-0.173762512
3378,-605944,-584014,-629719,-607408,-0.173361969,-0.167087746,-0.180164051,-0.173780823
3379,-606177,-586306,-628043,-607281,-0.173428631,-0.167743492,-0.179684544,-0.173744488
3380,-605954,-602528,-612373,-607652,-0.173364830,-0.172384644,-0.175201321,-0.173850632
3381,-605700,-623608,-592003,-607206,-0.173292160,-0.178415680,-0.169373417,-0.173723030
3382,-606082,-618558,-596873,-607408,-0.173401451,-0.176970863,-0.170766735,-0.173780823
3383,-605923,-597456,-617062,-607514,-0.173355961,-0.170933533,-0.176542854,-0.173811150
3384,-606135,-584205,-629847,-607259,-0.173416615,-0.167142391,-0.180200672,-0.173738194
3385,-606220,-586338,-628033,-607143,-0.173440933,-0.167752647,-0.179681683,-0.173705006
3386,-606018,-637029,-579240,-607620,-0.173383141,-0.182255459,-0.165721893,-0.173841476
3387,-605954,-634685,-581468,-607249,-0.173364830,-0.181584835,-0.166359329,-0.173735332
3388,-605923,-618357,-597318,-607472,-0.173355961,-0.176913357,-0.170894051,-0.173799133
3389,-606007,-597700,-617094,-607408,-0.173379993,-0.171003342,-0.176552010,-0.173780823
3390,-605923,-602422,-612288,-607525,-0.173355961,-0.172354317,-0.175177002,-0.173814297
3391,-606198,-623386,-592141,-607535,-0.173434639,-0.178352165,-0.169412899,-0.173817158
3392,-606071,-636690,-579399,-607450,-0.173398304,-0.182158470,-0.165767384,-0.173792839
3393,-606167,-634356,-581277,-607652,-0.173425770,-0.181490707,-0.166304684,-0.173850632
3394,-605838,-584226,-629741,-607397,-0.173331642,-0.167148399,-0.180170345,-0.173777676
3395,-605933,-586115,-627980,-607419,-0.173358822,-0.167688847,-0.179666519,-0.173783970
3396,-606294,-602644,-612416,-607387,-0.173462105,-0.172417831,-0.175213623,-0.173774815
3397,-605763,-623110,-592109,-607334,-0.173310184,-0.178273201,-0.169403744,-0.173759651
3398,-606018,-618102,-597032,-607270,-0.173383141,-0.176840401,-0.170812225,-0.173741341
3399,-606092,-597414,-617200,-607620,-0.173404312,-0.170921516,-0.176582336,-0.173841476
3400,-605817,-583908,-630229,-607493,-0.173325634,-0.167057419,-0.180309963,-0.173805141
3401,-605901,-586592,-628086,-607567,-0.173349667,-0.167825317,-0.179696846,-0.173826313
3402,-606241,-636562,-579452,-607482,-0.173446941,-0.182121849,-0.165782547,-0.173801994
3403,-606145,-634313,-581394,-607408,-0.173419476,-0.181478405,-0.166338158,-0.173780823
3404,-606135,-618219,-597011,-607472,-0.173416615,-0.176873875,-0.170806217,-0.173799133
3405,-606018,-597414,-617360,-607440,-0.173383141,-0.170921516,-0.176628113,-0.173789978
3406,-606167,-602220,-612172,-607610,-0.173425770,-0.172296524,-0.175143814,-0.173838615
3407,-605997,-623375,-592205,-607556,-0.173377132,-0.178349018,-0.169431210,-0.173823166
3408,-606029,-636637,-579208,-607440,-0.173386288,-0.182143307,-0.165712738,-0.173789978
3409,-606092,-634441,-581235,-607514,-0.173404312,-0.181515026,-0.166292667,-0.173811150
3410,-605901,-584216,-629879,-607175,-0.173349667,-0.167145538,-0.180209827,-0.173714161
3411,-606198,-586062,-628033,-607588,-0.173434639,-0.167673683,-0.179681683,-0.173832321
3412,-606177,-602506,-612617,-607461,-0.173428631,-0.172378349,-0.175271130,-0.173795986
3413,-605901,-623237,-592364,-607228,-0.173349667,-0.178309536,-0.169476700,-0.173729324
3414,-606177,-618049,-597106,-607397,-0.173428631,-0.176825237,-0.170833397,-0.173777676
3415,-606039,-596936,-617094,-607567,-0.173389149,-0.170784760,-0.176552010,-0.173826313
3416,-606209,-584067,-630197,-607705,-0.173437786,-0.167102909,-0.180300808,-0.173865795
3417,-606156,-586232,-627873,-607397,-0.173422623,-0.167722321,-0.179635906,-0.173777676
3418,-605933,-636446,-579463,-607599,-0.173358822,-0.182088661,-0.165785694,-0.173835468
3419,-605986,-634345,-581203,-607291,-0.173373985,-0.181487560,-0.166283512,-0.173747349
3420,-605901,-618113,-597138,-607323,-0.173349667,-0.176843548,-0.170842552,-0.173756504
3421,-605976,-597096,-617031,-607450,-0.173371124,-0.170830536,-0.176533985,-0.173792839
3422,-606103,-602231,-612564,-607387,-0.173407459,-0.172299671,-0.175255966,-0.173774815
3423,-605859,-622887,-591897,-607588,-0.173337650,-0.178209400,-0.169343090,-0.173832321
3424,-606007,-636531,-579378,-607535,-0.173379993,-0.182112980,-0.165761375,-0.173817158
3425,-605880,-634313,-581086,-607344,-0.173343658,-0.181478405,-0.166250038,-0.173762512
3426,-605944,-583685,-629815,-607196,-0.173361969,-0.166993618,-0.180191517,-0.173720169
3427,-606092,-586179,-627873,-607217,-0.173404312,-0.167707157,-0.179635906,-0.173726177
3428,-606305,-602305,-612288,-607440,-0.173465252,-0.172320843,-0.175177002,-0.173789978
3429,-606092,-622972,-592290,-607355,-0.173404312,-0.178233719,-0.169455528,-0.173765659
3430,-605859,-618017,-596883,-607631,-0.173337650,-0.176816082,-0.170769596,-0.173844624
3431,-605806,-597287,-617158,-607461,-0.173322487,-0.170885181,-0.176570320,-0.173795986
3432,-605753,-583717,-629932,-607355,-0.173307323,-0.167002773,-0.180224991,-0.173765659
3433,-606018,-585998,-628139,-607493,-0.173383141,-0.167655373,-0.179712009,-0.173805141
3434,-605976,-636202,-579473,-607429,-0.173371124,-0.182018852,-0.165788555,-0.173786831
3435,-605944,-634207,-581319,-607493,-0.173361969,-0.181448078,-0.166316700,-0.173805141
3436,-606273,-618123,-597021,-607610,-0.173456097,-0.176846409,-0.170809078,-0.173838615
3437,-606198,-597340,-616956,-607312,-0.173434639,-0.170900345,-0.176512527,-0.173753357
